StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID69,QID3,QID4,DOB1#1_1,DOB1#2_1,DOB1#3_1,QID10,QID11,QID12,QID13,QID14,QID15,QID63,QID72,lifesat3,QID74,QID75,QID76,QID77,QID78,QID79,QID80,QID81,QID16,QID17,QID18,Q16,Q17,Q18,Q19,Q20,Q21,Q22,QID26,QID27,QID28,QID29,QID30,QID31,QID32,QID33,QID34,QID35,QID36,QID37,QID38,QID39,QID40,QID41,QID42,QID43,QID44,QID45,QID46,QID47,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID83,QID84,QID85,QID86,fas5,QID88,QID101,QID101_5_TEXT,QID89,School contact,School name,School seed code,Local Authority
2024-07-18 11:09:50,2024-07-18 11:09:50,Survey Test,100,0,True,2024-07-18 11:09:50,R_3gi3jtv7Jta9xTo,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:50,2024-07-18 11:09:50,Survey Test,100,0,True,2024-07-18 11:09:50,R_doEyqg5Img6umJU,test,,"Yes, I am happy to take part",P7,Girl,February,24,2034,Poor,Some of the time,At no time,Less than half of the time,Most of the time,Some of the time,1,2,4,9,Prefer not to say,6,3,10,4,9,5,"Never ","Always ","Always ",Sometimes,"Never ",Prefer not to say,Prefer not to say,Sometimes,"Never ","Always ","Always ",Prefer not to say,Sometimes,"Never ",Sometimes,Prefer not to say,I like it a bit,A little,Prefer not to say,Prefer not to say,"Very often ",Sometimes,Prefer not to say,Sometimes,Almost never,Sometimes,Prefer not to say,"Very often ",Sometimes,"Very often ",Sometimes,Sometimes,Sometimes,"Very often ",Often,Sometimes,"Very often ",Often,Often,"Yes, one",No,More than two,Once,More than two,Yes,Don't know postcode,,"Hanging out with friends ",,,,TestLocalAuthority
2024-07-18 11:09:50,2024-07-18 11:09:50,Survey Test,100,0,True,2024-07-18 11:09:50,R_eKaFXPcD0Vq3Is6,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:50,2024-07-18 11:09:50,Survey Test,100,0,True,2024-07-18 11:09:50,R_cFMDmgx0QUTfHjE,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:51,2024-07-18 11:09:51,Survey Test,100,0,True,2024-07-18 11:09:51,R_9L8Lq7N4P7Dv0Fw,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:51,2024-07-18 11:09:51,Survey Test,100,0,True,2024-07-18 11:09:51,R_bvjd13vHDcrjeT4,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:51,2024-07-18 11:09:51,Survey Test,100,0,True,2024-07-18 11:09:51,R_bDjh3pDIkesslJc,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:51,2024-07-18 11:09:51,Survey Test,100,0,True,2024-07-18 11:09:51,R_dgO2R4H2nbRWyRE,test,,"Yes, I am happy to take part",Prefer not to say,Prefer not to say,August,17,1917,Good,Prefer not to say,Less than half of the time,More than half of the time,Less than half of the time,Some of the time,3,0,6,6,2,5,10,10,2,3,7,Prefer not to say,Prefer not to say,"Never ",Sometimes,Sometimes,Sometimes,"Always ",Sometimes,"Never ","Always ",Prefer not to say,Sometimes,"Never ","Never ",Sometimes,Sometimes,Prefer not to say,A lot,Never,Almost never,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Sometimes,Often,Often,Often,"Very often ",Almost never,Often,Sometimes,Almost never,Often,"Very often ","Yes, one",No,None,Once,More than two,Prefer not to say,Prefer not to say,,"Chatting/messaging friends on phone or computer ,Going on the internet ,Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:09:51,2024-07-18 11:09:52,Survey Test,100,1,True,2024-07-18 11:09:52,R_2obVxW6y9SwKNYa,test,,"Yes, I am happy to take part",P6,Girl,September,6,1938,Prefer not to say,All of the time,More than half of the time,More than half of the time,Prefer not to say,Some of the time,7,0,5,Prefer not to say,8,4,Prefer not to say,0,8,7,9,Always,"Never ",Prefer not to say,Prefer not to say,"Always ","Always ","Always ","Always ",Sometimes,"Never ","Always ","Never ",Prefer not to say,Sometimes,Sometimes,"Always ",I don’t like it at all,A lot,Often,Sometimes,"Very often ",Prefer not to say,"Very often ",Almost never,Almost never,Often,Sometimes,Sometimes,Prefer not to say,Almost never,Prefer not to say,"Very often ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Often,Almost never,Prefer not to say,Yes,Two,Once,One,Prefer not to say,Don't know postcode,,Prefer not to say,,,,TestLocalAuthority
2024-07-18 11:09:52,2024-07-18 11:09:52,Survey Test,100,0,True,2024-07-18 11:09:52,R_1Li00jjfXyY176u,test,,"Yes, I am happy to take part",Prefer not to say,Prefer not to say,October,3,1933,Good,Less than half of the time,All of the time,All of the time,Prefer not to say,At no time,Prefer not to say,6,8,Prefer not to say,1,6,7,3,6,Prefer not to say,5,"Never ","Always ",Prefer not to say,"Never ","Always ",Prefer not to say,"Never ","Always ","Never ",Sometimes,"Always ","Never ",Sometimes,"Never ","Never ","Always ",Prefer not to say,Not at all,Always,Often,Sometimes,Almost never,"Very often ","Very often ","Very often ","Very often ",Almost never,Often,"Very often ",Almost never,Almost never,Almost never,"Very often ",Often,Prefer not to say,Prefer not to say,Prefer not to say,Sometimes,"Very often ","Yes, two or more",Prefer not to say,None,Twice,Two,No,Don't know postcode,,"Something else ",,,,TestLocalAuthority
2024-07-18 11:09:52,2024-07-18 11:09:52,Survey Test,100,0,True,2024-07-18 11:09:52,R_7ULcUa68aFtNmia,test,,"Yes, I am happy to take part",P6,In another way,April,18,1982,Excellent,At no time,Prefer not to say,Most of the time,More than half of the time,Prefer not to say,3,8,0,7,1,7,8,7,3,8,3,Prefer not to say,"Never ",Sometimes,Sometimes,Sometimes,"Never ",Prefer not to say,"Always ","Never ","Never ",Prefer not to say,Sometimes,"Never ",Sometimes,"Never ","Never ",I don’t like it at all,Prefer not to say,Prefer not to say,Often,Almost never,Prefer not to say,Often,"Very often ","Very often ","Very often ",Sometimes,Prefer not to say,Often,Sometimes,Almost never,Prefer not to say,Prefer not to say,Often,Almost never,Prefer not to say,Often,Often,"Very often ","Yes, one",No,One,Once,One,Prefer not to say,Don't know postcode,,"Hanging out with friends ,Watching TV ,Creative arts (drama, dance, music) ",,,,TestLocalAuthority
2024-07-18 11:09:52,2024-07-18 11:09:52,Survey Test,100,0,True,2024-07-18 11:09:53,R_7NzFN7UZ6NVgjFY,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:53,2024-07-18 11:09:53,Survey Test,100,0,True,2024-07-18 11:09:53,R_410GIx0uYG57Ec6,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:53,2024-07-18 11:09:53,Survey Test,100,0,True,2024-07-18 11:09:53,R_3mxoC3Hwovoygvk,test,,"Yes, I am happy to take part",P6,In another way,September,1,2004,Excellent,Prefer not to say,All of the time,Most of the time,More than half of the time,All of the time,0,0,6,0,7,4,4,Prefer not to say,8,4,9,Sometimes,Sometimes,Prefer not to say,"Never ",Sometimes,Sometimes,Prefer not to say,"Never ","Never ",Prefer not to say,Prefer not to say,"Never ","Always ","Never ",Prefer not to say,Sometimes,I like it a bit,Prefer not to say,Often,Sometimes,Sometimes,"Very often ",Sometimes,Sometimes,"Very often ",Prefer not to say,Sometimes,Almost never,Often,Almost never,Prefer not to say,Sometimes,Almost never,Sometimes,Often,"Very often ",Almost never,Often,Almost never,No,No,Prefer not to say,Twice,More than two,No,Don't know postcode,,"Chatting/messaging friends on phone or computer ,Something else ",,,,TestLocalAuthority
2024-07-18 11:09:53,2024-07-18 11:09:53,Survey Test,100,0,True,2024-07-18 11:09:53,R_1yTkfBac2PD7NX0,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:53,2024-07-18 11:09:53,Survey Test,100,0,True,2024-07-18 11:09:54,R_8BwTL14KBnsflXw,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:54,2024-07-18 11:09:54,Survey Test,100,0,True,2024-07-18 11:09:54,R_01DGNQBVt9rQRIW,test,,"Yes, I am happy to take part",P7,Prefer not to say,September,24,1919,Excellent,Most of the time,Less than half of the time,Prefer not to say,At no time,Some of the time,8,1,3,0,2,Prefer not to say,0,10,6,5,10,Prefer not to say,"Never ","Never ",Prefer not to say,"Never ",Prefer not to say,Prefer not to say,Prefer not to say,"Never ","Never ",Prefer not to say,"Always ",Sometimes,Prefer not to say,Prefer not to say,Sometimes,I like it a lot,Prefer not to say,Always,Very often,Sometimes,Often,Often,Prefer not to say,Almost never,Almost never,Almost never,Sometimes,Sometimes,Often,Almost never,Almost never,Sometimes,Sometimes,Prefer not to say,"Very often ",Sometimes,Often,Often,Prefer not to say,Prefer not to say,More than two,Once,One,Prefer not to say,Prefer not to say,,"Going on the internet ",,,,TestLocalAuthority
2024-07-18 11:09:54,2024-07-18 11:09:54,Survey Test,100,0,True,2024-07-18 11:09:54,R_6lYRVca865zJNJk,test,,"Yes, I am happy to take part",P7,Boy,July,15,2038,Poor,At no time,At no time,All of the time,At no time,Some of the time,5,9,2,0,5,7,3,1,8,Prefer not to say,1,"Never ",Sometimes,"Never ",Prefer not to say,"Never ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,Sometimes,"Never ","Always ","Always ","Never ",I don’t like it very much,A lot,Hardly ever,Almost never,Prefer not to say,Almost never,Often,Almost never,Prefer not to say,Prefer not to say,Almost never,"Very often ",Sometimes,Prefer not to say,"Very often ",Often,Prefer not to say,Almost never,Sometimes,Sometimes,Almost never,Often,Almost never,No,No,Two,Once,One,No,Don't know postcode,,"Reading ,Going on the internet ,Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:09:54,2024-07-18 11:09:54,Survey Test,100,0,True,2024-07-18 11:09:54,R_dgOnCiwb78oFUW2,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:54,2024-07-18 11:09:55,Survey Test,100,1,True,2024-07-18 11:09:55,R_cx33M0ihqhhVatg,test,,"Yes, I am happy to take part",Prefer not to say,Girl,July,12,1953,Excellent,All of the time,All of the time,At no time,Prefer not to say,At no time,9,3,Prefer not to say,9,4,6,2,2,5,0,3,Prefer not to say,Prefer not to say,"Always ","Never ","Never ",Prefer not to say,"Never ",Sometimes,"Never ",Sometimes,Prefer not to say,"Always ",Prefer not to say,"Never ","Always ",Prefer not to say,I like it a lot,Prefer not to say,Never,Almost never,Prefer not to say,Almost never,Prefer not to say,Almost never,Often,Almost never,Prefer not to say,Often,Sometimes,Almost never,Almost never,Often,Often,Prefer not to say,Sometimes,Sometimes,Prefer not to say,Prefer not to say,"Very often ","Yes, two or more",Yes,More than two,Once,Two,Prefer not to say,Prefer not to say,,"Watching TV ",,,,TestLocalAuthority
2024-07-18 11:09:55,2024-07-18 11:09:55,Survey Test,100,0,True,2024-07-18 11:09:55,R_byzDa95CCzQcpFk,test,,"Yes, I am happy to take part",P7,Girl,June,31,2014,Prefer not to say,Less than half of the time,Prefer not to say,At no time,More than half of the time,Most of the time,6,6,Prefer not to say,2,3,3,5,2,Prefer not to say,5,10,"Never ","Always ","Always ","Always ","Always ",Sometimes,Sometimes,"Always ","Always ",Prefer not to say,Prefer not to say,"Always ",Prefer not to say,"Never ","Always ",Sometimes,I like it a lot,Not at all,Always,Prefer not to say,Often,Prefer not to say,Almost never,Sometimes,Sometimes,Prefer not to say,Prefer not to say,Sometimes,Prefer not to say,Often,Almost never,Prefer not to say,Prefer not to say,Almost never,"Very often ",Prefer not to say,"Very often ","Very often ",Often,"Yes, two or more",Yes,Prefer not to say,Twice,Prefer not to say,Yes,My postcode is:,EC1A 1HQ,"Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:09:55,2024-07-18 11:09:55,Survey Test,100,0,True,2024-07-18 11:09:55,R_9WDlUSQWItjUKAC,test,,"Yes, I am happy to take part",P7,In another way,March,11,1937,Poor,At no time,More than half of the time,More than half of the time,Prefer not to say,More than half of the time,2,9,8,8,5,5,Prefer not to say,4,4,3,9,Sometimes,Prefer not to say,"Always ","Always ",Prefer not to say,Sometimes,"Always ","Always ","Never ","Always ",Prefer not to say,Prefer not to say,"Always ","Never ",Sometimes,Prefer not to say,I don’t like it at all,Some,Always,Almost never,"Very often ",Sometimes,Often,Prefer not to say,"Very often ",Often,Often,Often,Often,Sometimes,Often,Sometimes,Often,Prefer not to say,Often,Prefer not to say,Almost never,Sometimes,Prefer not to say,"Yes, two or more",Yes,Two,Not at all,One,Prefer not to say,Don't know postcode,,"Playing computer games ",,,,TestLocalAuthority
2024-07-18 11:09:55,2024-07-18 11:09:55,Survey Test,100,0,True,2024-07-18 11:09:56,R_2t9EsfMPUhL4FaC,test,,"Yes, I am happy to take part",Prefer not to say,In another way,December,5,1935,Fair,Some of the time,Some of the time,Prefer not to say,Less than half of the time,Prefer not to say,8,Prefer not to say,2,1,4,4,3,Prefer not to say,6,8,0,Always,"Always ",Prefer not to say,"Never ",Sometimes,"Always ",Sometimes,"Always ","Always ","Never ","Always ",Sometimes,"Always ","Always ","Never ",Sometimes,I don’t like it very much,A lot,Always,Almost never,Often,"Very often ","Very often ","Very often ",Sometimes,"Very often ","Very often ",Sometimes,Sometimes,"Very often ",Prefer not to say,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Often,Almost never,Often,No,Prefer not to say,More than two,Once,Two,Prefer not to say,Don't know postcode,,"Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:09:56,2024-07-18 11:09:56,Survey Test,100,0,True,2024-07-18 11:09:56,R_5c0fzndO33cMFO6,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:56,2024-07-18 11:09:56,Survey Test,100,0,True,2024-07-18 11:09:56,R_eKygcqC0ddOS21g,test,,"Yes, I am happy to take part",Prefer not to say,In another way,February,25,1955,Good,All of the time,All of the time,Less than half of the time,Less than half of the time,Prefer not to say,5,4,1,6,5,4,9,0,4,0,4,Prefer not to say,Prefer not to say,"Always ","Always ","Never ",Prefer not to say,"Always ",Sometimes,Sometimes,"Always ","Always ",Prefer not to say,"Always ","Never ",Sometimes,Sometimes,Prefer not to say,A little,Never,Very often,Prefer not to say,Prefer not to say,"Very often ","Very often ",Prefer not to say,Often,Prefer not to say,Sometimes,"Very often ","Very often ",Almost never,"Very often ",Prefer not to say,"Very often ",Often,Often,Sometimes,Often,Often,"Yes, one",Yes,None,More than twice,None,Prefer not to say,Don't know postcode,,"Doing a physical activity or sport ,Doing things with family ,Creative arts (drama, dance, music) ",,,,TestLocalAuthority
2024-07-18 11:09:56,2024-07-18 11:09:56,Survey Test,100,0,True,2024-07-18 11:09:56,R_0Jvh53KhNNT2rRA,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:56,2024-07-18 11:09:56,Survey Test,100,0,True,2024-07-18 11:09:57,R_81dNEZHzX3eyRoi,test,,"Yes, I am happy to take part",P6,Boy,July,17,1971,Good,All of the time,Most of the time,Some of the time,Some of the time,At no time,5,10,7,5,2,0,3,9,1,4,3,Prefer not to say,"Never ","Always ",Sometimes,Prefer not to say,Prefer not to say,"Always ","Always ",Sometimes,Sometimes,Sometimes,"Always ","Always ",Prefer not to say,Prefer not to say,"Always ",Prefer not to say,Not at all,Prefer not to say,Almost never,"Very often ",Sometimes,Often,Almost never,Prefer not to say,"Very often ",Often,Prefer not to say,Often,"Very often ","Very often ",Almost never,Prefer not to say,"Very often ",Almost never,Prefer not to say,Prefer not to say,Often,Almost never,No,Prefer not to say,More than two,Not at all,More than two,Prefer not to say,Prefer not to say,,"Chatting/messaging friends on phone or computer ,Going on the internet ",,,,TestLocalAuthority
2024-07-18 11:09:57,2024-07-18 11:09:57,Survey Test,100,0,True,2024-07-18 11:09:57,R_0oYF1A6wBFoYaTI,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:57,2024-07-18 11:09:57,Survey Test,100,0,True,2024-07-18 11:09:57,R_bsK6v1zffIK3iLQ,test,,"Yes, I am happy to take part",P7,Prefer not to say,June,5,1942,Poor,Some of the time,Some of the time,All of the time,More than half of the time,At no time,10,1,3,5,Prefer not to say,3,7,4,9,0,1,Sometimes,"Never ",Sometimes,"Always ","Always ",Sometimes,Sometimes,Sometimes,"Always ","Always ",Prefer not to say,Prefer not to say,"Never ",Sometimes,"Never ","Always ",I like it a lot,Not at all,Never,Often,Often,Prefer not to say,Prefer not to say,Almost never,Almost never,Prefer not to say,Often,Often,"Very often ",Often,"Very often ",Sometimes,Sometimes,Prefer not to say,Sometimes,"Very often ",Often,Often,Prefer not to say,Prefer not to say,Yes,Prefer not to say,Not at all,Two,Prefer not to say,My postcode is:,EC1A 1HQ,"Watching TV ,Playing computer games ",,,,TestLocalAuthority
2024-07-18 11:09:57,2024-07-18 11:09:57,Survey Test,100,0,True,2024-07-18 11:09:57,R_eQaRRaLxyHLcQyG,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:57,2024-07-18 11:09:57,Survey Test,100,0,True,2024-07-18 11:09:58,R_escGez2CwsZpj2m,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:58,2024-07-18 11:09:58,Survey Test,100,0,True,2024-07-18 11:09:58,R_5v6EFDiqz7fmXGK,test,,"Yes, I am happy to take part",P6,In another way,July,2,1951,Excellent,More than half of the time,Prefer not to say,Prefer not to say,All of the time,Some of the time,2,4,2,1,8,4,6,Prefer not to say,8,2,2,Prefer not to say,Prefer not to say,Sometimes,Sometimes,Prefer not to say,"Never ","Never ","Always ","Always ",Sometimes,Prefer not to say,"Never ",Sometimes,"Never ","Always ",Prefer not to say,I don’t like it very much,Some,Always,Very often,Almost never,Often,Sometimes,Often,Almost never,Prefer not to say,"Very often ",Sometimes,Sometimes,Almost never,Sometimes,"Very often ",Often,Almost never,"Very often ","Very often ",Prefer not to say,Often,"Very often ","Yes, one",Yes,More than two,Prefer not to say,Prefer not to say,No,Prefer not to say,,"Playing computer games ",,,,TestLocalAuthority
2024-07-18 11:09:58,2024-07-18 11:09:58,Survey Test,100,0,True,2024-07-18 11:09:58,R_25nuQJ0pu1BwVdI,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:58,2024-07-18 11:09:58,Survey Test,100,0,True,2024-07-18 11:09:58,R_bPkjUTmHxDTwWWy,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:58,2024-07-18 11:09:58,Survey Test,100,0,True,2024-07-18 11:09:59,R_eRucAZ9wuPuDIc6,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:59,2024-07-18 11:09:59,Survey Test,100,0,True,2024-07-18 11:09:59,R_cI6lA8Ir3NZnnIG,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:59,2024-07-18 11:09:59,Survey Test,100,0,True,2024-07-18 11:09:59,R_esMmdUNsyIfAyRU,test,,"Yes, I am happy to take part",P7,Boy,August,18,1925,Poor,At no time,Most of the time,Most of the time,Less than half of the time,Less than half of the time,1,1,6,7,6,3,Prefer not to say,1,1,8,0,Prefer not to say,Sometimes,"Never ","Always ",Sometimes,Prefer not to say,Sometimes,"Never ","Always ",Sometimes,Sometimes,Prefer not to say,"Always ","Always ",Prefer not to say,Prefer not to say,I like it a bit,Prefer not to say,Hardly ever,Often,"Very often ",Almost never,"Very often ",Almost never,Sometimes,Almost never,Prefer not to say,Almost never,Almost never,Almost never,"Very often ",Almost never,Sometimes,"Very often ",Often,"Very often ",Often,"Very often ","Very often ","Yes, two or more",Yes,More than two,Not at all,Two,Prefer not to say,My postcode is:,EC1A 1HQ,"Hanging out with friends ,Something else ",,,,TestLocalAuthority
2024-07-18 11:09:59,2024-07-18 11:09:59,Survey Test,100,0,True,2024-07-18 11:09:59,R_abFJFODEXdQWryK,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:09:59,2024-07-18 11:09:59,Survey Test,100,0,True,2024-07-18 11:10:00,R_0e1tV2DULJE0Kt8,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:00,2024-07-18 11:10:00,Survey Test,100,0,True,2024-07-18 11:10:00,R_0BAlC70giRZpPE2,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:00,2024-07-18 11:10:00,Survey Test,100,0,True,2024-07-18 11:10:00,R_eWqAWiW59j4mFAq,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:00,2024-07-18 11:10:00,Survey Test,100,0,True,2024-07-18 11:10:00,R_diODcV0BYh1yCTs,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:00,2024-07-18 11:10:00,Survey Test,100,0,True,2024-07-18 11:10:01,R_ea4AVW8SCkuIRkW,test,,"Yes, I am happy to take part",P7,Prefer not to say,May,5,1931,Excellent,At no time,Less than half of the time,Some of the time,More than half of the time,All of the time,Prefer not to say,8,0,10,2,7,9,7,8,7,7,"Never ",Prefer not to say,"Always ",Sometimes,"Never ","Never ","Never ","Never ","Always ","Never ",Prefer not to say,"Never ","Never ",Sometimes,"Always ","Always ",Prefer not to say,A lot,Never,Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Often,Often,Often,Prefer not to say,"Very often ","Very often ",Prefer not to say,Prefer not to say,Almost never,Almost never,Prefer not to say,Often,Almost never,Often,Sometimes,Almost never,No,Yes,Prefer not to say,Not at all,More than two,No,Don't know postcode,,"Doing things with family ",,,,TestLocalAuthority
2024-07-18 11:10:01,2024-07-18 11:10:01,Survey Test,100,0,True,2024-07-18 11:10:01,R_dcIPfQRFQNyY8nk,test,,"Yes, I am happy to take part",P7,In another way,February,15,2012,Fair,Most of the time,Some of the time,Prefer not to say,Prefer not to say,Some of the time,8,10,8,5,4,3,7,9,8,9,0,"Never ","Never ",Prefer not to say,"Never ",Prefer not to say,"Never ","Always ","Never ","Never ",Sometimes,"Always ","Never ","Always ",Prefer not to say,Sometimes,Sometimes,I don’t like it at all,Prefer not to say,Always,Almost never,Sometimes,Almost never,"Very often ","Very often ",Often,Almost never,Almost never,Often,"Very often ",Sometimes,Prefer not to say,"Very often ","Very often ","Very often ",Prefer not to say,Prefer not to say,Prefer not to say,Sometimes,Almost never,"Yes, one",Prefer not to say,More than two,Not at all,None,No,My postcode is:,EC1A 1HQ,"Playing computer games ,Reading ",,,,TestLocalAuthority
2024-07-18 11:10:01,2024-07-18 11:10:01,Survey Test,100,0,True,2024-07-18 11:10:01,R_2rSIB1EFdKKrssC,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:01,2024-07-18 11:10:01,Survey Test,100,0,True,2024-07-18 11:10:01,R_6XwwwkNJAOGUd0i,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestLocalAuthority
2024-07-18 11:10:01,2024-07-18 11:10:02,Survey Test,100,1,True,2024-07-18 11:10:02,R_aXIBpxzfeOFQjPg,test,,"Yes, I am happy to take part",Prefer not to say,Prefer not to say,September,17,1921,Poor,At no time,Some of the time,Less than half of the time,All of the time,Some of the time,4,2,4,3,1,3,Prefer not to say,10,5,7,4,Sometimes,Prefer not to say,"Never ",Prefer not to say,"Always ","Always ",Prefer not to say,"Never ","Always ","Always ","Always ","Always ","Always ","Always ","Never ",Sometimes,I don’t like it very much,A lot,Always,Often,Often,Almost never,Prefer not to say,Often,Almost never,"Very often ",Prefer not to say,Prefer not to say,"Very often ","Very often ","Very often ",Sometimes,"Very often ",Sometimes,Often,"Very often ",Sometimes,Prefer not to say,Almost never,No,Yes,Two,Twice,One,Prefer not to say,My postcode is:,EC1A 1HQ,"Chatting/messaging friends on phone or computer ,Reading ,Something else ",,,,TestLocalAuthority
