StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,QID69,QID3,QID4,DOB1#1_1,DOB1#2_1,DOB1#3_1,QID10,QID11,QID12,QID13,QID14,QID15,QID63,QID72,lifesat3,QID74,QID75,QID76,QID77,QID78,QID79,QID80,QID81,QID16,QID17,QID18,Q16,Q17,Q18,Q19,Q20,Q21,Q22,QID26,QID27,QID28,QID29,QID30,QID31,QID32,QID33,QID34,QID35,QID36,QID37,QID38,QID39,QID40,QID41,QID42,QID43,QID44,QID45,QID46,QID47,QID48,QID49,QID50,QID51,QID52,QID53,QID54,QID83,QID84,QID85,QID86,fas5,QID88,QID101,QID101_5_TEXT,QID89,School contact,School name,School seed code,Local Authority
2024-07-18 11:14:44,2024-07-18 11:14:44,Survey Test,100,0,True,2024-07-18 11:14:44,R_3W4mcmMLpOgiA7Q,test,,"Yes, I am happy to take part",P7,In another way,November,21,1920,Prefer not to say,More than half of the time,Most of the time,Less than half of the time,Some of the time,Less than half of the time,0,0,7,1,1,10,8,2,7,Prefer not to say,3,"Never ","Never ",Prefer not to say,Prefer not to say,"Never ","Never ",Sometimes,Sometimes,"Never ",Prefer not to say,Prefer not to say,Sometimes,"Always ","Always ","Never ","Always ",Prefer not to say,A little,Prefer not to say,Often,Prefer not to say,"Very often ",Almost never,Almost never,Prefer not to say,Often,Prefer not to say,Prefer not to say,Often,"Very often ",Sometimes,"Very often ",Sometimes,Often,Sometimes,Sometimes,"Very often ","Very often ",Often,"Yes, two or more",Yes,Prefer not to say,Twice,More than two,Yes,Prefer not to say,,"Chatting/messaging friends on phone or computer ",,TestSchoolC,,
2024-07-18 11:14:44,2024-07-18 11:14:45,Survey Test,100,1,True,2024-07-18 11:14:45,R_b2UFNvuQPYRdXGC,test,,"Yes, I am happy to take part",P6,In another way,June,16,1914,Prefer not to say,All of the time,At no time,Some of the time,At no time,All of the time,5,1,0,6,9,4,1,6,10,5,3,Prefer not to say,Sometimes,Prefer not to say,"Never ",Sometimes,Sometimes,Prefer not to say,Prefer not to say,"Never ",Prefer not to say,Prefer not to say,Prefer not to say,"Always ","Always ","Always ","Never ",I like it a lot,Prefer not to say,Never,Sometimes,Almost never,Sometimes,Prefer not to say,Almost never,Sometimes,"Very often ",Almost never,Almost never,"Very often ",Almost never,Sometimes,Almost never,Sometimes,Prefer not to say,Prefer not to say,Sometimes,"Very often ",Almost never,Prefer not to say,Prefer not to say,No,More than two,More than twice,One,No,My postcode is:,EC1A 1HQ,"Chatting/messaging friends on phone or computer ,Creative arts (drama, dance, music) ",,TestSchoolC,,
2024-07-18 11:14:45,2024-07-18 11:14:45,Survey Test,100,0,True,2024-07-18 11:14:45,R_0uq9xwvWWql0Chw,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:45,2024-07-18 11:14:45,Survey Test,100,0,True,2024-07-18 11:14:45,R_a4eVENmlUlkDmBM,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:45,2024-07-18 11:14:45,Survey Test,100,0,True,2024-07-18 11:14:45,R_9HJE1QVzZ3jnZDE,test,,"Yes, I am happy to take part",Prefer not to say,In another way,June,15,1975,Excellent,Less than half of the time,At no time,At no time,All of the time,Most of the time,10,4,2,9,5,10,3,10,10,8,Prefer not to say,Always,"Always ","Never ",Prefer not to say,"Always ",Prefer not to say,Prefer not to say,"Always ",Prefer not to say,"Never ","Always ","Always ","Never ",Sometimes,Prefer not to say,Prefer not to say,Prefer not to say,Some,Prefer not to say,Often,Sometimes,"Very often ",Sometimes,Often,Often,"Very often ",Sometimes,Almost never,Almost never,Sometimes,Sometimes,Often,Sometimes,"Very often ",Sometimes,"Very often ",Almost never,Sometimes,Sometimes,No,No,None,Twice,Two,Prefer not to say,Prefer not to say,,"Hanging out with friends ,Doing things with family ",,TestSchoolC,,
2024-07-18 11:14:46,2024-07-18 11:14:46,Survey Test,100,0,True,2024-07-18 11:14:46,R_bmzrmNjWmQZRng2,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:46,2024-07-18 11:14:46,Survey Test,100,0,True,2024-07-18 11:14:46,R_5dofcBZjTM6a9Jc,test,,"Yes, I am happy to take part",P7,Boy,July,4,1918,Poor,Some of the time,All of the time,Most of the time,All of the time,Some of the time,8,2,0,Prefer not to say,Prefer not to say,6,9,8,7,2,9,Prefer not to say,"Always ","Always ","Always ",Prefer not to say,"Always ","Always ",Sometimes,"Never ","Always ","Never ","Always ","Always ","Never ",Prefer not to say,Prefer not to say,I like it a lot,Prefer not to say,Hardly ever,Sometimes,Prefer not to say,Almost never,Often,Sometimes,Often,Sometimes,Almost never,"Very often ",Prefer not to say,Prefer not to say,Often,Sometimes,Prefer not to say,Almost never,Often,Prefer not to say,"Very often ","Very often ",Almost never,Prefer not to say,No,One,More than twice,More than two,Yes,My postcode is:,EC1A 1HQ,"Watching TV ,Reading ,Going on the internet ",,TestSchoolC,,
2024-07-18 11:14:46,2024-07-18 11:14:46,Survey Test,100,0,True,2024-07-18 11:14:46,R_2npJc0kVESRXXWS,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:46,2024-07-18 11:14:46,Survey Test,100,0,True,2024-07-18 11:14:46,R_agj07ALzksnvZRA,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:46,2024-07-18 11:14:47,Survey Test,100,1,True,2024-07-18 11:14:47,R_6soZ8k9AFfvp4V0,test,,"Yes, I am happy to take part",P7,Girl,March,14,1993,Poor,More than half of the time,All of the time,Most of the time,Some of the time,Prefer not to say,10,6,9,10,8,7,3,Prefer not to say,6,9,6,Sometimes,"Never ","Never ",Prefer not to say,Sometimes,"Never ",Sometimes,Prefer not to say,Prefer not to say,"Never ","Always ","Never ",Sometimes,"Always ","Never ","Always ",I don’t like it at all,Prefer not to say,Often,Sometimes,Sometimes,Sometimes,Often,"Very often ",Sometimes,Prefer not to say,Sometimes,Almost never,Prefer not to say,Often,Prefer not to say,Often,Prefer not to say,"Very often ",Often,Almost never,"Very often ",Almost never,Almost never,Prefer not to say,Yes,Two,Not at all,None,Prefer not to say,Don't know postcode,,"Listening to music ,Doing things with family ",,TestSchoolC,,
2024-07-18 11:14:47,2024-07-18 11:14:47,Survey Test,100,0,True,2024-07-18 11:14:47,R_6fM5436X1tKgKBU,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:47,2024-07-18 11:14:47,Survey Test,100,0,True,2024-07-18 11:14:47,R_aXzvO6cAD2L3nQq,test,,"Yes, I am happy to take part",Prefer not to say,Girl,January,30,2023,Fair,Prefer not to say,Prefer not to say,Prefer not to say,At no time,More than half of the time,10,0,3,0,5,8,9,3,Prefer not to say,6,7,Sometimes,"Never ","Always ",Prefer not to say,"Never ",Sometimes,Prefer not to say,"Never ",Sometimes,Sometimes,Prefer not to say,"Always ",Sometimes,Prefer not to say,Sometimes,Sometimes,I don’t like it very much,Prefer not to say,Prefer not to say,Very often,Almost never,Often,Prefer not to say,Almost never,Sometimes,Prefer not to say,Almost never,Sometimes,Often,"Very often ",Often,Prefer not to say,Often,Sometimes,Prefer not to say,Prefer not to say,Often,"Very often ","Very often ","Yes, two or more",Yes,None,Once,Prefer not to say,No,Prefer not to say,,"Watching TV ,Listening to music ",,TestSchoolC,,
2024-07-18 11:14:47,2024-07-18 11:14:47,Survey Test,100,0,True,2024-07-18 11:14:47,R_2gXhg5rTQG91O7A,test,,"Yes, I am happy to take part",Prefer not to say,In another way,June,21,1983,Poor,Most of the time,Less than half of the time,All of the time,Prefer not to say,Prefer not to say,9,3,4,0,1,10,6,8,4,7,0,Sometimes,Sometimes,Sometimes,Prefer not to say,"Always ",Prefer not to say,"Always ","Always ","Never ",Sometimes,Sometimes,"Never ",Prefer not to say,"Never ","Always ","Always ",I don’t like it very much,Some,Always,Almost never,"Very often ",Sometimes,Sometimes,"Very often ",Often,Almost never,Sometimes,"Very often ","Very often ",Sometimes,Prefer not to say,Prefer not to say,"Very often ",Prefer not to say,Sometimes,Almost never,Almost never,Sometimes,"Very often ",No,No,One,Not at all,None,Prefer not to say,Prefer not to say,,"Watching TV ",,TestSchoolC,,
2024-07-18 11:14:48,2024-07-18 11:14:48,Survey Test,100,0,True,2024-07-18 11:14:48,R_efdvgFjn75xJZd4,test,,"Yes, I am happy to take part",P7,Boy,July,3,1922,Fair,All of the time,At no time,Most of the time,Less than half of the time,Less than half of the time,9,Prefer not to say,0,0,9,2,5,7,1,7,5,"Never ",Prefer not to say,Prefer not to say,"Never ",Sometimes,Prefer not to say,"Never ",Prefer not to say,"Always ","Never ",Prefer not to say,"Always ","Always ","Never ","Always ","Never ",I like it a lot,Some,Sometimes,Very often,Often,Prefer not to say,Sometimes,Prefer not to say,Almost never,Almost never,"Very often ",Prefer not to say,"Very often ",Sometimes,Almost never,Sometimes,Often,Almost never,"Very often ",Almost never,"Very often ",Almost never,Sometimes,"Yes, two or more",Prefer not to say,One,More than twice,None,No,Don't know postcode,,"Playing computer games ,Doing things with family ,Creative arts (drama, dance, music) ",,TestSchoolC,,
2024-07-18 11:14:48,2024-07-18 11:14:48,Survey Test,100,0,True,2024-07-18 11:14:48,R_1XJqiwQIj4iPI7Y,test,,"No, I do not want to take part",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TestSchoolC,,
2024-07-18 11:14:48,2024-07-18 11:14:48,Survey Test,100,0,True,2024-07-18 11:14:48,R_5zEAf06HjEnLPGS,test,,"Yes, I am happy to take part",P7,Boy,October,18,2015,Poor,Some of the time,Less than half of the time,At no time,Prefer not to say,Some of the time,0,3,10,7,10,9,8,10,7,9,9,Prefer not to say,"Always ",Prefer not to say,"Always ","Always ",Prefer not to say,Prefer not to say,Sometimes,"Never ","Always ","Never ","Never ","Never ","Always ","Always ","Never ",I like it a bit,Prefer not to say,Prefer not to say,Very often,Sometimes,Prefer not to say,Almost never,Prefer not to say,Almost never,Sometimes,Often,"Very often ",Almost never,"Very often ","Very often ",Prefer not to say,Often,Often,Sometimes,Often,"Very often ",Often,"Very often ","Yes, one",Yes,More than two,Twice,None,Prefer not to say,Prefer not to say,,"Doing a physical activity or sport ,Outdoor activities (playing, walking, cycling etc) ,Playing computer games ",,TestSchoolC,,
